LINEID,ROUTEID,STOPPOINTID,PROGRNUMBER
41A,41A_22,1633,31
41A,41A_22,1634,32
41A,41A_22,1635,33
41A,41A_22,1636,34
41A,41A_22,1637,35
41A,41A_22,1638,36
41A,41A_22,1639,37
41A,41A_22,1640,38
41A,41A_22,231,39
41A,41A_22,1641,40
41A,41A_22,1642,41
41A,41A_22,213,42
41A,41A_22,214,43
41A,41A_22,4432,44
41A,41A_22,119,45
41A,41A_22,44,46
41A,41A_22,7603,47
41A,41A_22,45,48
41A,41A_22,46,49
41A,41A_22,47,50
41A,41A_22,48,51
41A,41A_22,49,52
41A,41A_22,51,53
41A,41A_22,52,54
41A,41A_22,277,55
41A,41A_22,288,56
41B,41B_52,288,1
41B,41B_53,7144,1
41B,41B_51,288,1
41B,41B_52,1171,2
41B,41B_53,3881,2
41B,41B_51,1171,2
41B,41B_52,1172,3
41B,41B_53,5096,3
41B,41B_51,1172,3
41B,41B_52,1173,4
41B,41B_53,7145,4
41B,41B_51,1173,4
41B,41B_52,1174,5
41B,41B_53,3884,5
41B,41B_51,1174,5
41B,41B_52,1175,6
41B,41B_53,3686,6
41B,41B_51,1175,6
41B,41B_52,15,7
41B,41B_53,5077,7
41B,41B_51,15,7
41B,41B_52,17,8
41B,41B_53,5078,8
41B,41B_51,17,8
41B,41B_52,18,9
41B,41B_53,3689,9
41B,41B_51,18,9
41B,41B_52,19,10
41B,41B_53,7594,10
41B,41B_51,19,10
41B,41B_52,21,11
41B,41B_53,3690,11
41B,41B_51,21,11
41B,41B_52,7602,12
41B,41B_53,5079,12
41B,41B_51,7602,12
41B,41B_52,85,13
41B,41B_53,3694,13
41B,41B_51,85,13
41B,41B_52,203,14
41B,41B_53,3695,14
41B,41B_51,203,14
41B,41B_52,204,15
41B,41B_53,3696,15
41B,41B_51,204,15
41B,41B_52,205,16
41B,41B_53,3697,16
41B,41B_51,205,16
41B,41B_52,1620,17
41B,41B_53,3698,17
41B,41B_51,1620,17
41B,41B_52,220,18
41B,41B_53,3699,18
41B,41B_51,220,18
41B,41B_52,1622,19
41B,41B_52,1623,20
41B,41B_53,3885,20
41B,41B_51,1623,20
41B,41B_52,1624,21
41B,41B_53,1631,21
41B,41B_51,1624,21
41B,41B_52,1625,22
41B,41B_53,1632,22
41B,41B_51,1625,22
41B,41B_52,1626,23
41B,41B_53,5053,23
41B,41B_51,1626,23
41B,41B_52,1627,24
41B,41B_53,1633,24
41B,41B_51,1627,24
41B,41B_52,1628,25
41B,41B_53,1634,25
41B,41B_51,1628,25
41B,41B_52,1629,26
41B,41B_53,1635,26
41B,41B_51,1629,26
41B,41B_52,1630,27
41B,41B_53,1636,27
41B,41B_51,1630,27
41B,41B_52,3670,28
41B,41B_53,1637,28
41B,41B_51,7348,28
41B,41B_52,3671,29
41B,41B_53,1638,29
41B,41B_51,3671,29
41B,41B_52,3672,30
41B,41B_53,1639,30
41B,41B_51,3672,30
41B,41B_52,3674,31
41B,41B_53,1640,31
41B,41B_51,3674,31
41B,41B_52,3675,32
41B,41B_53,231,32
41B,41B_51,3675,32
41B,41B_52,3676,33
41B,41B_53,1641,33
41B,41B_51,3676,33
41B,41B_52,5073,34
41B,41B_53,1642,34
41B,41B_51,5073,34
41B,41B_52,5074,35
41B,41B_53,213,35
41B,41B_51,5074,35
41B,41B_52,6054,36
41B,41B_53,214,36
41B,41B_51,6054,36
41B,41B_52,4330,37
41B,41B_53,4432,37
41B,41B_51,4330,37
41B,41B_52,3679,38
41B,41B_53,119,38
41B,41B_51,3679,38
41B,41B_52,5075,39
41B,41B_53,44,39
41B,41B_51,5075,39
41B,41B_52,5076,40
41B,41B_53,7603,40
41B,41B_51,5076,40
41B,41B_52,3682,41
41B,41B_53,45,41
41B,41B_51,3682,41
41B,41B_52,3864,42
41B,41B_53,46,42
41B,41B_51,3864,42
41B,41B_52,3865,43
41B,41B_53,47,43
41B,41B_51,3865,43
41B,41B_52,7133,44
41B,41B_53,48,44
41B,41B_51,7133,44
41B,41B_52,7134,45
41B,41B_53,49,45
41B,41B_51,7134,45
41B,41B_52,3867,46
41B,41B_53,51,46
41B,41B_51,3867,46
41B,41B_52,7135,47
41B,41B_53,52,47
41B,41B_51,7135,47
41B,41B_52,7136,48
41B,41B_53,277,48
41B,41B_51,7136,48
41B,41B_52,3874,49
41B,41B_53,288,49
41B,41B_51,3874,49
41C,41C_79,4843,1
41C,41C_78,288,1
41C,41C_80,3088,1
41C,41C_79,4905,2
41C,41C_78,1171,2
41C,41C_80,3704,2
41C,41C_78,1172,3
41C,41C_80,3705,3
41C,41C_79,7655,3
41C,41C_79,4906,4
41C,41C_78,1173,4
41C,41C_80,733,4
41C,41C_79,4907,5
41C,41C_78,1174,5
41C,41C_80,6015,5
41C,41C_79,4908,6
41C,41C_78,1175,6
41C,41C_80,5029,6
41C,41C_78,15,7
41C,41C_79,4909,7
41C,41C_80,5028,7
41C,41C_79,4921,8
41C,41C_78,17,8
41C,41C_80,3696,8
41C,41C_79,4922,9
41C,41C_78,18,9
41C,41C_80,3697,9
41C,41C_79,4923,10
41C,41C_78,19,10
41C,41C_80,3698,10
41C,41C_79,4924,11
41C,41C_78,21,11
41C,41C_80,3699,11
41C,41C_79,4958,12
41C,41C_78,7602,12
41C,41C_79,3752,13
41C,41C_78,85,13
41C,41C_80,3885,13
41C,41C_79,3751,14
41C,41C_78,203,14
41C,41C_80,1631,14
41C,41C_78,204,15
41C,41C_79,3689,15
41C,41C_80,1632,15
41C,41C_79,3691,16
41C,41C_78,205,16
41C,41C_80,5053,16
41C,41C_79,3572,17
41C,41C_78,1620,17
41C,41C_80,1633,17
41C,41C_79,3701,18
41C,41C_78,220,18
41C,41C_80,1634,18
41C,41C_79,3702,19
41C,41C_78,1622,19
41C,41C_80,1635,19
41C,41C_79,3088,20
41C,41C_78,1623,20
41C,41C_80,1636,20
41C,41C_79,3704,21
41C,41C_78,1624,21
41C,41C_80,1637,21
41C,41C_79,3705,22
41C,41C_78,1625,22
41C,41C_80,1638,22
41C,41C_79,733,23
41C,41C_78,1626,23
41C,41C_80,1639,23
41C,41C_78,1627,24
41C,41C_79,6015,24
41C,41C_80,1640,24
41C,41C_79,5029,25
41C,41C_78,1628,25
41C,41C_80,231,25
41C,41C_79,5028,26
41C,41C_78,1629,26
41C,41C_80,1641,26
41C,41C_78,1630,27
41C,41C_79,3696,27
41C,41C_80,1642,27
41C,41C_79,3697,28
41C,41C_78,3670,28
41C,41C_80,213,28
41C,41C_79,3698,29
41C,41C_78,3671,29
41C,41C_80,214,29
41C,41C_79,3699,30
41C,41C_78,3672,30
41C,41C_80,4432,30
41C,41C_78,3674,31
41C,41C_80,119,31
41C,41C_79,3885,32
41C,41C_78,3675,32
41C,41C_80,44,32
41C,41C_79,1631,33
41C,41C_78,5030,33
41C,41C_80,7603,33
41C,41C_79,1632,34
41C,41C_78,5031,34
41C,41C_80,45,34
41C,41C_79,5053,35
41C,41C_78,6033,35
41C,41C_80,46,35
41C,41C_79,1633,36
41C,41C_78,3089,36
41C,41C_80,47,36
41C,41C_79,1634,37
41C,41C_78,3090,37
41C,41C_80,48,37
41C,41C_79,1635,38
41C,41C_78,3706,38
41C,41C_80,49,38
41C,41C_79,1636,39
41C,41C_78,3707,39
41C,41C_80,51,39
41C,41C_79,1637,40
41C,41C_78,3708,40
41C,41C_80,52,40
41C,41C_79,1638,41
41C,41C_78,3709,41
41C,41C_80,277,41
41C,41C_78,3710,42
41C,41C_79,1639,42
41C,41C_80,288,42
41C,41C_79,1640,43
41C,41C_78,4925,43
41C,41C_79,231,44
41C,41C_78,4926,44
41C,41C_78,3678,45
41C,41C_79,1641,45
41C,41C_78,3679,46
41C,41C_79,1642,46
41C,41C_79,213,47
41C,41C_78,3711,47
41C,41C_79,214,48
41C,41C_78,3712,48
41C,41C_79,4432,49
41C,41C_78,4916,49
41C,41C_79,119,50
41C,41C_78,4917,50
41C,41C_79,44,51
41C,41C_78,4918,51
41C,41C_79,7603,52
41C,41C_78,4919,52
41C,41C_79,45,53
41C,41C_78,4920,53
41C,41C_79,46,54
41C,41C_78,4910,54
41C,41C_79,47,55
41C,41C_78,4911,55
41C,41C_79,48,56
41C,41C_78,4912,56
41C,41C_79,49,57
41C,41C_78,4913,57
41C,41C_78,4914,58
41C,41C_79,51,58
41C,41C_79,52,59
41C,41C_78,4915,59
41C,41C_79,277,60
41C,41C_78,4957,60
41C,41C_79,288,61
41X,41X_110,4843,1
41X,41X_120,7654,1
41X,41X_119,7654,1
41X,41X_116,4953,1
41X,41X_109,3088,1
41X,41X_117,4953,1
41X,41X_108,4843,1
41X,41X_118,4953,1
41X,41X_110,4905,2
41X,41X_120,4843,2
41X,41X_119,4843,2
41X,41X_116,768,2
41X,41X_109,3704,2
41X,41X_117,768,2
41X,41X_108,4905,2
41X,41X_118,768,2
41X,41X_120,4905,3
41X,41X_119,4905,3
41X,41X_116,769,3
41X,41X_109,3705,3
41X,41X_117,769,3
41X,41X_118,769,3
41X,41X_110,4906,4
41X,41X_116,770,4
41X,41X_109,733,4
41X,41X_117,770,4
41X,41X_108,4906,4
41X,41X_118,770,4
41X,41X_110,4907,5
41X,41X_120,4906,5
41X,41X_119,4906,5
41X,41X_116,771,5
41X,41X_109,6015,5
41X,41X_117,771,5
41X,41X_108,4907,5
41X,41X_118,771,5
41X,41X_110,4908,6
41X,41X_120,4907,6
41X,41X_119,4907,6
41X,41X_116,772,6
41X,41X_109,5029,6
41X,41X_117,772,6
41X,41X_108,4908,6
41X,41X_118,772,6
41X,41X_110,4909,7
41X,41X_120,4908,7
41X,41X_119,4908,7
41X,41X_116,773,7
41X,41X_109,5028,7
41X,41X_117,773,7
41X,41X_108,4909,7
41X,41X_118,773,7
41X,41X_110,4921,8
41X,41X_120,4909,8
41X,41X_119,4909,8
41X,41X_116,774,8
41X,41X_109,7115,8
41X,41X_117,774,8
41X,41X_108,3884,8
41X,41X_118,774,8
41X,41X_110,4922,9
41X,41X_120,4921,9
41X,41X_119,3884,9
41X,41X_116,775,9
41X,41X_109,6310,9
41X,41X_117,775,9
41X,41X_108,3686,9
41X,41X_118,775,9
41X,41X_110,4923,10
41X,41X_120,4922,10
41X,41X_119,3686,10
41X,41X_116,776,10
41X,41X_109,6311,10
41X,41X_117,776,10
41X,41X_108,5077,10
41X,41X_118,776,10
41X,41X_110,4924,11
41X,41X_120,4923,11
41X,41X_119,5077,11
41X,41X_116,777,11
41X,41X_117,777,11
41X,41X_108,3694,11
41X,41X_118,777,11
41X,41X_120,4924,12
41X,41X_116,906,12
41X,41X_117,906,12
41X,41X_108,3695,12
41X,41X_118,906,12
41X,41X_110,3752,13
41X,41X_120,4958,13
41X,41X_119,3695,13
41X,41X_116,909,13
41X,41X_117,909,13
41X,41X_108,7115,13
41X,41X_118,909,13
41X,41X_110,3751,14
41X,41X_120,3752,14
41X,41X_119,7115,14
41X,41X_116,786,14
41X,41X_117,786,14
41X,41X_108,6310,14
41X,41X_118,786,14
41X,41X_110,7114,15
41X,41X_120,3751,15
41X,41X_119,6310,15
41X,41X_116,790,15
41X,41X_117,790,15
41X,41X_108,6311,15
41X,41X_118,790,15
41X,41X_110,7116,16
41X,41X_120,7114,16
41X,41X_119,6311,16
41X,41X_116,7576,16
41X,41X_109,333,16
41X,41X_117,7576,16
41X,41X_118,7576,16
41X,41X_110,3694,17
41X,41X_120,7116,17
41X,41X_109,403,17
41X,41X_110,3695,18
41X,41X_120,3694,18
41X,41X_116,7585,18
41X,41X_109,747,18
41X,41X_117,7585,18
41X,41X_118,7585,18
41X,41X_110,7115,19
41X,41X_120,3695,19
41X,41X_116,7587,19
41X,41X_109,842,19
41X,41X_117,7587,19
41X,41X_118,7587,19
41X,41X_110,6310,20
41X,41X_120,7115,20
41X,41X_116,345,20
41X,41X_109,845,20
41X,41X_117,345,20
41X,41X_118,345,20
41X,41X_110,6311,21
41X,41X_120,6310,21
41X,41X_116,297,21
41X,41X_109,846,21
41X,41X_117,297,21
41X,41X_108,333,21
41X,41X_118,297,21
41X,41X_120,6311,22
41X,41X_119,333,22
41X,41X_116,407,22
41X,41X_109,847,22
41X,41X_117,407,22
41X,41X_108,403,22
41X,41X_118,407,22
41X,41X_119,403,23
41X,41X_116,2498,23
41X,41X_109,848,23
41X,41X_117,2498,23
41X,41X_108,747,23
41X,41X_118,2498,23
41X,41X_119,747,24
41X,41X_116,2499,24
41X,41X_109,2795,24
41X,41X_117,2499,24
41X,41X_108,842,24
41X,41X_118,2499,24
41X,41X_119,842,25
41X,41X_116,2500,25
41X,41X_109,756,25
41X,41X_117,2500,25
41X,41X_108,845,25
41X,41X_118,2500,25
41X,41X_110,333,26
41X,41X_119,845,26
41X,41X_116,2501,26
41X,41X_109,757,26
41X,41X_117,2501,26
41X,41X_108,846,26
41X,41X_118,2501,26
41X,41X_110,403,27
41X,41X_120,333,27
41X,41X_119,846,27
41X,41X_116,7623,27
41X,41X_109,758,27
41X,41X_117,7623,27
41X,41X_108,847,27
41X,41X_118,7623,27
41X,41X_110,747,28
41X,41X_120,403,28
41X,41X_109,759,28
41X,41X_117,3676,28
41X,41X_108,848,28
41X,41X_110,842,29
41X,41X_120,747,29
41X,41X_119,848,29
41X,41X_109,760,29
41X,41X_117,5073,29
41X,41X_108,2795,29
41X,41X_110,845,30
41X,41X_120,842,30
41X,41X_119,2795,30
41X,41X_109,762,30
41X,41X_117,3679,30
41X,41X_108,756,30
41X,41X_110,846,31
41X,41X_120,845,31
41X,41X_119,756,31
41X,41X_116,6033,31
41X,41X_109,763,31
41X,41X_117,5075,31
41X,41X_108,757,31
41X,41X_118,3089,31
41X,41X_110,847,32
41X,41X_120,846,32
41X,41X_119,757,32
41X,41X_116,3089,32
41X,41X_109,4953,32
41X,41X_117,5076,32
41X,41X_108,758,32
41X,41X_118,3090,32
41X,41X_110,848,33
41X,41X_120,847,33
41X,41X_119,758,33
41X,41X_116,3090,33
41X,41X_117,3682,33
41X,41X_108,759,33
41X,41X_118,3706,33
41X,41X_120,848,34
41X,41X_119,759,34
41X,41X_116,3706,34
41X,41X_117,3864,34
41X,41X_108,760,34
41X,41X_118,3707,34
41X,41X_110,756,35
41X,41X_120,2795,35
41X,41X_119,760,35
41X,41X_116,3707,35
41X,41X_117,3865,35
41X,41X_108,762,35
41X,41X_118,3708,35
41X,41X_110,757,36
41X,41X_120,756,36
41X,41X_119,762,36
41X,41X_116,3708,36
41X,41X_117,4910,36
41X,41X_108,763,36
41X,41X_118,3709,36
41X,41X_110,758,37
41X,41X_120,757,37
41X,41X_119,763,37
41X,41X_116,3709,37
41X,41X_117,4911,37
41X,41X_108,4953,37
41X,41X_118,3710,37
41X,41X_110,759,38
41X,41X_120,758,38
41X,41X_119,4953,38
41X,41X_116,3710,38
41X,41X_117,4912,38
41X,41X_118,4925,38
41X,41X_110,760,39
41X,41X_120,759,39
41X,41X_116,4925,39
41X,41X_117,4913,39
41X,41X_118,3679,39
41X,41X_110,762,40
41X,41X_120,760,40
41X,41X_116,3679,40
41X,41X_117,4914,40
41X,41X_118,5075,40
41X,41X_110,763,41
41X,41X_120,762,41
41X,41X_116,5075,41
41X,41X_117,4915,41
41X,41X_118,5076,41
41X,41X_110,4953,42
41X,41X_120,763,42
41X,41X_116,5076,42
41X,41X_117,7654,42
41X,41X_118,3682,42
41X,41X_120,4953,43
41X,41X_116,3682,43
41X,41X_118,3864,43
41X,41X_116,3864,44
41X,41X_118,3865,44
41X,41X_116,3865,45
41X,41X_118,4910,45
41X,41X_116,4910,46
41X,41X_118,4911,46
41X,41X_116,4911,47
41X,41X_118,4912,47
41X,41X_116,4912,48
41X,41X_118,4913,48
41X,41X_116,4913,49
41X,41X_118,4914,49
41X,41X_116,4914,50
41X,41X_118,4915,50
41X,41X_116,4915,51
41X,41X_118,7654,51
41X,41X_116,4957,52
42,42_44,3605,1
42,42_42,1184,1
42,42_44,3606,2
42,42_42,7490,2
42,42_44,3607,3
42,42_42,497,3
42,42_44,6051,4
42,42_42,515,4
42,42_44,6053,5
42,42_42,516,5
42,42_44,7327,6
42,42_42,4384,6
42,42_44,3629,7
42,42_42,519,7
42,42_44,3630,8
42,42_42,521,8
42,42_44,3631,9
42,42_42,522,9
42,42_44,3632,10
42,42_42,7659,10
42,42_44,3633,11
42,42_42,523,11
42,42_44,3634,12
42,42_42,669,12
42,42_44,3635,13
42,42_42,670,13
42,42_44,3636,14
42,42_42,671,14
42,42_42,672,15
42,42_44,905,16
42,42_42,4382,16
42,42_42,1196,17
42,42_42,1197,18
42,42_42,1198,19
42,42_42,1199,20
42,42_42,1200,21
42,42_44,4331,22
42,42_42,4385,22
42,42_44,4339,23
42,42_42,1201,23
42,42_44,7616,24
42,42_42,1202,24
42,42_44,5081,25
42,42_42,1203,25
42,42_44,5082,26
42,42_42,6115,26
42,42_44,3639,27
42,42_42,4849,27
42,42_44,3644,28
42,42_42,1205,28
42,42_44,3645,29
42,42_42,1206,29
42,42_44,3646,30
42,42_42,1207,30
42,42_44,3647,31
42,42_42,1208,31
42,42_44,3661,32
42,42_42,1209,32
42,42_44,3573,33
42,42_42,1210,33
42,42_44,3662,34
42,42_42,1211,34
42,42_44,1212,35
42,42_42,3575,35
42,42_44,1213,36
42,42_42,3576,36
42,42_44,1214,37
42,42_42,3577,37
42,42_44,1215,38
42,42_42,3578,38
42,42_44,1216,39
42,42_42,3579,39
42,42_44,1217,40
42,42_42,3580,40
42,42_44,4563,41
42,42_42,3640,41
42,42_44,1218,42
42,42_42,3574,42
42,42_44,1270,43
42,42_42,3641,43
42,42_44,1272,44
42,42_42,3642,44
42,42_44,1273,45
42,42_42,3643,45
42,42_44,1274,46
42,42_42,3583,46
42,42_44,1275,47
42,42_42,3584,47
42,42_44,1276,48
42,42_42,3585,48
42,42_44,1277,49
42,42_42,3625,49
42,42_44,1219,50
42,42_42,3626,50
42,42_44,1220,51
42,42_42,3627,51
42,42_44,1221,52
42,42_42,3628,52
42,42_44,664,53
42,42_42,6052,53
42,42_44,665,54
42,42_42,3613,54
42,42_44,666,55
42,42_42,3615,55
42,42_44,667,56
42,42_42,3616,56
42,42_44,668,57
42,42_44,614,58
42,42_44,615,59
42,42_44,616,60
42,42_44,617,61
42,42_44,618,62
42,42_44,619,63
42,42_44,675,64
42,42_44,1184,65
42D,42D_51,943,1
42D,42D_50,7571,1
42D,42D_51,3599,2
42D,42D_50,92,2
42D,42D_51,3600,3
42D,42D_50,93,3
42D,42D_51,3601,4
42D,42D_50,94,4
42D,42D_51,3602,5
42D,42D_50,126,5
42D,42D_51,3604,6
42D,42D_50,6182,6
42D,42D_51,3607,7
42D,42D_50,322,7
42D,42D_51,6051,8
42D,42D_50,6312,8
42D,42D_51,6053,9
42D,42D_50,7197,9
42D,42D_51,7327,10
42D,42D_50,7195,10
42D,42D_51,3629,11
42D,42D_50,3653,11
42D,42D_51,3630,12
42D,42D_50,6055,12
42D,42D_51,3631,13
42D,42D_50,1073,13
42D,42D_51,3632,14
42D,42D_50,3641,14
42D,42D_51,3633,15
42D,42D_50,3642,15
42D,42D_51,3634,16
42D,42D_50,3643,16
42D,42D_51,3635,17
42D,42D_50,3583,17
42D,42D_51,3636,18
42D,42D_50,3584,18
42D,42D_51,905,19
42D,42D_50,3585,19
42D,42D_51,4331,20
42D,42D_50,3625,20
42D,42D_51,4339,21
42D,42D_50,3626,21
42D,42D_51,6010,22
42D,42D_50,3627,22
42D,42D_51,3656,23
42D,42D_50,3628,23
42D,42D_51,7194,24
42D,42D_50,6052,24
42D,42D_51,6310,25
42D,42D_50,3613,25
42D,42D_51,6311,26
42D,42D_50,3615,26
42D,42D_51,112,27
42D,42D_50,3594,27
42D,42D_51,113,28
42D,42D_50,3595,28
42D,42D_51,114,29
42D,42D_50,3596,29
42D,42D_51,1646,30
42D,42D_50,3597,30
42D,42D_51,7571,31
42D,42D_50,3598,31
42D,42D_50,4465,32
43,43_85,1184,1
43,43_89,4923,1
43,43_84,1184,1
43,43_88,5044,1
43,43_89,4924,2
43,43_84,7490,2
43,43_88,4433,2
43,43_85,497,3
43,43_89,4958,3
43,43_84,497,3
43,43_88,3752,3
43,43_85,515,4
43,43_89,3752,4
43,43_84,515,4
43,43_88,3751,4
43,43_85,516,5
43,43_89,3751,5
43,43_84,516,5
43,43_88,3689,5
43,43_85,4384,6
43,43_89,3689,6
43,43_84,4384,6
43,43_88,7594,6
43,43_85,519,7
43,43_89,7594,7
43,43_84,519,7
43,43_88,3690,7
43,43_85,521,8
43,43_89,3690,8
43,43_84,521,8
43,43_88,6117,8
43,43_85,522,9
43,43_89,6117,9
43,43_84,522,9
43,43_88,3655,9
43,43_85,7659,10
43,43_89,3655,10
43,43_84,7659,10
43,43_88,5086,10
43,43_85,523,11
43,43_89,5086,11
43,43_84,523,11
43,43_88,3656,11
43,43_85,669,12
43,43_89,3656,12
43,43_84,669,12
43,43_88,3657,12
43,43_85,670,13
43,43_89,3657,13
43,43_84,670,13
43,43_88,3658,13
43,43_85,671,14
43,43_89,3658,14
43,43_84,671,14
43,43_88,7329,14
43,43_85,672,15
43,43_89,3659,15
43,43_84,672,15
43,43_88,3659,15
43,43_85,4382,16
43,43_89,3660,16
43,43_84,4382,16
43,43_88,3660,16
43,43_85,1196,17
43,43_89,3647,17
43,43_84,1196,17
43,43_88,3647,17
43,43_85,1197,18
43,43_89,3661,18
43,43_84,1197,18
43,43_88,3661,18
43,43_85,1198,19
43,43_89,3573,19
43,43_84,1198,19
43,43_88,3573,19
43,43_85,1200,20
43,43_89,3662,20
43,43_84,1199,20
43,43_88,3662,20
43,43_85,4385,21
43,43_89,1212,21
43,43_84,1200,21
43,43_88,1212,21
43,43_85,1201,22
43,43_89,1213,22
43,43_84,4385,22
43,43_88,1213,22
43,43_85,1202,23
43,43_89,1214,23
43,43_84,1201,23
43,43_88,1214,23
43,43_85,1203,24
43,43_89,1215,24
43,43_84,1202,24
43,43_88,1215,24
43,43_85,6115,25
43,43_89,1216,25
43,43_84,1203,25
43,43_88,1216,25
43,43_85,4849,26
43,43_89,1217,26
43,43_84,6115,26
43,43_88,1217,26
43,43_85,1205,27
43,43_89,4563,27
43,43_84,4849,27
43,43_88,4563,27
43,43_85,1206,28
43,43_89,1218,28
43,43_84,1205,28
43,43_88,1218,28
43,43_85,1207,29
43,43_89,1270,29
43,43_84,1206,29
43,43_88,1270,29
43,43_85,1208,30
43,43_89,1272,30
43,43_84,1207,30
43,43_88,1272,30
43,43_85,1209,31
43,43_89,1273,31
43,43_84,1208,31
43,43_88,1273,31
43,43_85,1210,32
43,43_89,1274,32
43,43_84,1209,32
43,43_88,1274,32
43,43_85,3575,33
43,43_89,1275,33
43,43_84,1210,33
43,43_88,1275,33
43,43_85,3576,34
43,43_89,1276,34
43,43_84,3575,34
43,43_88,1276,34
43,43_85,3648,35
43,43_89,1277,35
43,43_84,3576,35
43,43_88,1277,35
43,43_85,3649,36
43,43_89,1219,36
43,43_84,3648,36
43,43_88,1219,36
43,43_85,3650,37
43,43_89,1220,37
43,43_84,3649,37
43,43_88,1220,37
43,43_85,7328,38
43,43_89,1221,38
43,43_84,3650,38
43,43_88,1221,38
43,43_85,3651,39
43,43_89,664,39
43,43_84,7328,39
43,43_88,664,39
43,43_85,3652,40
43,43_89,665,40
43,43_84,3651,40
43,43_88,665,40
43,43_85,3653,41
43,43_89,666,41
43,43_84,3652,41
43,43_88,666,41
43,43_85,3654,42
43,43_89,667,42
43,43_84,3653,42
43,43_88,667,42
43,43_85,5084,43
43,43_89,668,43
43,43_84,3654,43
43,43_88,668,43
43,43_85,6054,44
43,43_89,614,44
43,43_84,5084,44
43,43_88,614,44
43,43_85,4330,45
43,43_89,615,45
43,43_84,6054,45
43,43_88,615,45
43,43_85,3679,46
43,43_89,616,46
43,43_84,4330,46
43,43_88,616,46
43,43_85,3711,47
43,43_89,617,47
43,43_84,3679,47
43,43_88,617,47
43,43_85,3712,48
43,43_89,618,48
43,43_84,3711,48
43,43_88,618,48
43,43_85,4917,49
43,43_89,619,49
43,43_84,3712,49
43,43_88,619,49
43,43_85,4918,50
43,43_89,675,50
43,43_84,6359,50
43,43_88,675,50
43,43_85,4919,51
43,43_89,1184,51
43,43_84,7189,51
43,43_88,1184,51
44,44_38,208,1
44,44_35,4096,1
44,44_40,7571,1
44,44_36,4096,1
44,44_33,4096,1
44,44_39,265,1
44,44_38,209,2
44,44_35,4114,2
44,44_36,4114,2
44,44_40,207,2
44,44_33,4114,2
44,44_39,271,2
44,44_35,4115,3
44,44_38,210,3
44,44_36,4115,3
44,44_40,208,3
44,44_33,4115,3
44,44_39,340,3
44,44_35,4116,4
44,44_38,211,4
44,44_36,4116,4
44,44_40,209,4
44,44_33,4116,4
44,44_39,350,4
44,44_35,4117,5
44,44_38,212,5
44,44_36,4117,5
44,44_40,210,5
44,44_33,4117,5
44,44_39,2809,5
44,44_35,4118,6
44,44_38,213,6
44,44_36,4118,6
44,44_40,211,6
44,44_39,2810,6
44,44_33,4118,6
44,44_35,4119,7
44,44_38,214,7
44,44_36,4119,7
44,44_40,212,7
44,44_33,4119,7
44,44_39,2811,7
44,44_38,4432,8
44,44_35,4120,8
44,44_36,4120,8
44,44_40,213,8
44,44_33,4120,8
44,44_39,843,8
44,44_35,4121,9
44,44_38,119,9
44,44_36,4121,9
44,44_40,214,9
44,44_33,4121,9
44,44_39,1013,9
44,44_35,4122,10
44,44_38,44,10
44,44_36,4122,10
44,44_40,4432,10
44,44_33,4122,10
44,44_39,1015,10
44,44_35,4123,11
44,44_38,7603,11
44,44_36,4123,11
44,44_40,119,11
44,44_33,4123,11
44,44_39,2812,11
44,44_35,3283,12
44,44_38,45,12
44,44_36,3283,12
44,44_40,44,12
44,44_33,3283,12
44,44_39,2813,12
44,44_35,3284,13
44,44_38,46,13
44,44_36,3284,13
44,44_40,7603,13
44,44_33,3284,13
44,44_39,2814,13
44,44_35,3310,14
44,44_38,47,14
44,44_36,3310,14
44,44_40,45,14
44,44_33,3310,14
44,44_39,852,14
44,44_38,48,15
44,44_35,3481,15
44,44_36,3481,15
44,44_40,46,15
44,44_33,3481,15
44,44_39,853,15
44,44_38,49,16
44,44_35,3482,16
44,44_36,3482,16
44,44_40,47,16
44,44_33,3482,16
44,44_39,854,16
44,44_38,51,17
44,44_35,3483,17
44,44_36,3483,17
44,44_40,48,17
44,44_33,3483,17
44,44_39,855,17
44,44_38,52,18
44,44_35,3484,18
44,44_36,3484,18
44,44_40,49,18
44,44_39,2815,18
44,44_33,3484,18
44,44_38,265,19
44,44_35,3485,19
44,44_36,3485,19
44,44_40,51,19
44,44_33,3485,19
44,44_39,2816,19
44,44_38,271,20
44,44_35,3486,20
44,44_36,3486,20
44,44_40,52,20
44,44_33,3486,20
44,44_39,2817,20
44,44_35,3487,21
44,44_38,340,21
44,44_36,3487,21
44,44_40,265,21
44,44_33,3487,21
44,44_39,2818,21
44,44_38,350,22
44,44_35,3488,22
44,44_36,3488,22
44,44_40,271,22
44,44_33,3488,22
44,44_39,2819,22
44,44_38,2809,23
44,44_35,3489,23
44,44_36,3489,23
44,44_40,340,23
44,44_33,3489,23
44,44_38,2810,24
44,44_35,3492,24
44,44_36,3492,24
44,44_40,350,24
44,44_33,3492,24
44,44_39,2822,24
44,44_38,2811,25
44,44_35,2835,25
44,44_36,2835,25
44,44_40,2809,25
44,44_33,2835,25
44,44_39,2823,25
44,44_35,7176,26
44,44_38,843,26
44,44_36,7176,26
44,44_40,2810,26
44,44_33,7176,26
44,44_39,5032,26
44,44_38,1013,27
44,44_35,2836,27
44,44_36,2836,27
44,44_40,2811,27
44,44_33,2836,27
44,44_39,2824,27
44,44_38,1015,28
44,44_35,2837,28
44,44_36,2837,28
44,44_40,843,28
